Provincias;Edad (grupos quinquenales);Sexo;Españoles/Extranjeros;Año;Total
40  Segovia;80-84 años;Hombres;TOTAL;2020;2.200
40  Segovia;80-84 años;Mujeres;TOTAL;2020;3.112
40  Segovia;85-89 años;Hombres;TOTAL;2020;1.884
40  Segovia;85-89 años;Mujeres;TOTAL;2020;2.960
40  Segovia;90-94 años;Hombres;TOTAL;2020;809
40  Segovia;90-94 años;Mujeres;TOTAL;2020;1.665
40  Segovia;95-99 años;Hombres;TOTAL;2020;212
40  Segovia;95-99 años;Mujeres;TOTAL;2020;517
40  Segovia;100 años y más;Hombres;TOTAL;2020;19
40  Segovia;100 años y más;Mujeres;TOTAL;2020;86
41  Sevilla;0-4 años;Hombres;TOTAL;2020;46.077
41  Sevilla;0-4 años;Mujeres;TOTAL;2020;43.344
41  Sevilla;5-9 años;Hombres;TOTAL;2020;54.949
41  Sevilla;5-9 años;Mujeres;TOTAL;2020;52.076
41  Sevilla;10-14 años;Hombres;TOTAL;2020;61.859
41  Sevilla;10-14 años;Mujeres;TOTAL;2020;58.444
41  Sevilla;15-19 años;Hombres;TOTAL;2020;55.359
41  Sevilla;15-19 años;Mujeres;TOTAL;2020;52.420
41  Sevilla;20-24 años;Hombres;TOTAL;2020;51.553
41  Sevilla;20-24 años;Mujeres;TOTAL;2020;49.453
41  Sevilla;25-29 años;Hombres;TOTAL;2020;55.810
41  Sevilla;25-29 años;Mujeres;TOTAL;2020;54.037
41  Sevilla;30-34 años;Hombres;TOTAL;2020;57.975
41  Sevilla;30-34 años;Mujeres;TOTAL;2020;58.390
41  Sevilla;35-39 años;Hombres;TOTAL;2020;71.056
41  Sevilla;35-39 años;Mujeres;TOTAL;2020;71.783
41  Sevilla;40-44 años;Hombres;TOTAL;2020;84.124
41  Sevilla;40-44 años;Mujeres;TOTAL;2020;84.069
41  Sevilla;45-49 años;Hombres;TOTAL;2020;80.497
41  Sevilla;45-49 años;Mujeres;TOTAL;2020;81.250
41  Sevilla;50-54 años;Hombres;TOTAL;2020;75.211
41  Sevilla;50-54 años;Mujeres;TOTAL;2020;77.276
41  Sevilla;55-59 años;Hombres;TOTAL;2020;65.978
41  Sevilla;55-59 años;Mujeres;TOTAL;2020;69.249
41  Sevilla;60-64 años;Hombres;TOTAL;2020;53.398
41  Sevilla;60-64 años;Mujeres;TOTAL;2020;58.076
41  Sevilla;65-69 años;Hombres;TOTAL;2020;42.807
41  Sevilla;65-69 años;Mujeres;TOTAL;2020;47.911
41  Sevilla;70-74 años;Hombres;TOTAL;2020;37.156
41  Sevilla;70-74 años;Mujeres;TOTAL;2020;45.028
41  Sevilla;75-79 años;Hombres;TOTAL;2020;28.130
41  Sevilla;75-79 años;Mujeres;TOTAL;2020;36.847
41  Sevilla;80-84 años;Hombres;TOTAL;2020;16.955
41  Sevilla;80-84 años;Mujeres;TOTAL;2020;27.396
41  Sevilla;85-89 años;Hombres;TOTAL;2020;9.949
41  Sevilla;85-89 años;Mujeres;TOTAL;2020;19.935
41  Sevilla;90-94 años;Hombres;TOTAL;2020;3.133
41  Sevilla;90-94 años;Mujeres;TOTAL;2020;8.122
41  Sevilla;95-99 años;Hombres;TOTAL;2020;587
41  Sevilla;95-99 años;Mujeres;TOTAL;2020;1.948
41  Sevilla;100 años y más;Hombres;TOTAL;2020;132
41  Sevilla;100 años y más;Mujeres;TOTAL;2020;470
42  Soria;0-4 años;Hombres;TOTAL;2020;1.654
42  Soria;0-4 años;Mujeres;TOTAL;2020;1.544
42  Soria;5-9 años;Hombres;TOTAL;2020;1.835
42  Soria;5-9 años;Mujeres;TOTAL;2020;1.791
42  Soria;10-14 años;Hombres;TOTAL;2020;2.055
42  Soria;10-14 años;Mujeres;TOTAL;2020;1.879
42  Soria;15-19 años;Hombres;TOTAL;2020;2.089
42  Soria;15-19 años;Mujeres;TOTAL;2020;1.943
42  Soria;20-24 años;Hombres;TOTAL;2020;2.133
42  Soria;20-24 años;Mujeres;TOTAL;2020;2.051
42  Soria;25-29 años;Hombres;TOTAL;2020;2.187
42  Soria;25-29 años;Mujeres;TOTAL;2020;1.993
42  Soria;30-34 años;Hombres;TOTAL;2020;2.409
42  Soria;30-34 años;Mujeres;TOTAL;2020;2.207
42  Soria;35-39 años;Hombres;TOTAL;2020;2.708
42  Soria;35-39 años;Mujeres;TOTAL;2020;2.533
42  Soria;40-44 años;Hombres;TOTAL;2020;3.236
42  Soria;40-44 años;Mujeres;TOTAL;2020;3.092
42  Soria;45-49 años;Hombres;TOTAL;2020;3.411
42  Soria;45-49 años;Mujeres;TOTAL;2020;3.058
42  Soria;50-54 años;Hombres;TOTAL;2020;3.722
42  Soria;50-54 años;Mujeres;TOTAL;2020;3.390
42  Soria;55-59 años;Hombres;TOTAL;2020;3.791
42  Soria;55-59 años;Mujeres;TOTAL;2020;3.359
42  Soria;60-64 años;Hombres;TOTAL;2020;3.236
42  Soria;60-64 años;Mujeres;TOTAL;2020;2.843
42  Soria;65-69 años;Hombres;TOTAL;2020;2.583
42  Soria;65-69 años;Mujeres;TOTAL;2020;2.365
42  Soria;70-74 años;Hombres;TOTAL;2020;2.272
42  Soria;70-74 años;Mujeres;TOTAL;2020;2.164
42  Soria;75-79 años;Hombres;TOTAL;2020;1.958
42  Soria;75-79 años;Mujeres;TOTAL;2020;2.079
42  Soria;80-84 años;Hombres;TOTAL;2020;1.476
42  Soria;80-84 años;Mujeres;TOTAL;2020;1.981
42  Soria;85-89 años;Hombres;TOTAL;2020;1.320
42  Soria;85-89 años;Mujeres;TOTAL;2020;2.027
42  Soria;90-94 años;Hombres;TOTAL;2020;652
42  Soria;90-94 años;Mujeres;TOTAL;2020;1.179
42  Soria;95-99 años;Hombres;TOTAL;2020;178
42  Soria;95-99 años;Mujeres;TOTAL;2020;402
42  Soria;100 años y más;Hombres;TOTAL;2020;22
42  Soria;100 años y más;Mujeres;TOTAL;2020;77
43  Tarragona;0-4 años;Hombres;TOTAL;2020;18.827
43  Tarragona;0-4 años;Mujeres;TOTAL;2020;17.734
43  Tarragona;5-9 años;Hombres;TOTAL;2020;22.393
43  Tarragona;5-9 años;Mujeres;TOTAL;2020;20.889
43  Tarragona;10-14 años;Hombres;TOTAL;2020;24.307
43  Tarragona;10-14 años;Mujeres;TOTAL;2020;22.833
43  Tarragona;15-19 años;Hombres;TOTAL;2020;22.692
43  Tarragona;15-19 años;Mujeres;TOTAL;2020;20.689
43  Tarragona;20-24 años;Hombres;TOTAL;2020;20.804
43  Tarragona;20-24 años;Mujeres;TOTAL;2020;19.625
43  Tarragona;25-29 años;Hombres;TOTAL;2020;21.635
43  Tarragona;25-29 años;Mujeres;TOTAL;2020;20.449
43  Tarragona;30-34 años;Hombres;TOTAL;2020;23.649
43  Tarragona;30-34 años;Mujeres;TOTAL;2020;23.600
43  Tarragona;35-39 años;Hombres;TOTAL;2020;29.661
43  Tarragona;35-39 años;Mujeres;TOTAL;2020;28.856
43  Tarragona;40-44 años;Hombres;TOTAL;2020;36.923
43  Tarragona;40-44 años;Mujeres;TOTAL;2020;34.236
43  Tarragona;45-49 años;Hombres;TOTAL;2020;34.711
43  Tarragona;45-49 años;Mujeres;TOTAL;2020;31.941
43  Tarragona;50-54 años;Hombres;TOTAL;2020;31.111
43  Tarragona;50-54 años;Mujeres;TOTAL;2020;29.688
43  Tarragona;55-59 años;Hombres;TOTAL;2020;27.438
43  Tarragona;55-59 años;Mujeres;TOTAL;2020;27.693
43  Tarragona;60-64 años;Hombres;TOTAL;2020;24.128
43  Tarragona;60-64 años;Mujeres;TOTAL;2020;24.840
43  Tarragona;65-69 años;Hombres;TOTAL;2020;20.631
43  Tarragona;65-69 años;Mujeres;TOTAL;2020;21.810
43  Tarragona;70-74 años;Hombres;TOTAL;2020;18.419
43  Tarragona;70-74 años;Mujeres;TOTAL;2020;20.149
43  Tarragona;75-79 años;Hombres;TOTAL;2020;13.514
43  Tarragona;75-79 años;Mujeres;TOTAL;2020;15.724
43  Tarragona;80-84 años;Hombres;TOTAL;2020;8.435
43  Tarragona;80-84 años;Mujeres;TOTAL;2020;11.352
43  Tarragona;85-89 años;Hombres;TOTAL;2020;5.942
43  Tarragona;85-89 años;Mujeres;TOTAL;2020;9.969
43  Tarragona;90-94 años;Hombres;TOTAL;2020;2.380
43  Tarragona;90-94 años;Mujeres;TOTAL;2020;4.995
43  Tarragona;95-99 años;Hombres;TOTAL;2020;492
43  Tarragona;95-99 años;Mujeres;TOTAL;2020;1.370
43  Tarragona;100 años y más;Hombres;TOTAL;2020;50
43  Tarragona;100 años y más;Mujeres;TOTAL;2020;188
44  Teruel;0-4 años;Hombres;TOTAL;2020;2.552
44  Teruel;0-4 años;Mujeres;TOTAL;2020;2.493
44  Teruel;5-9 años;Hombres;TOTAL;2020;3.090
44  Teruel;5-9 años;Mujeres;TOTAL;2020;2.934
44  Teruel;10-14 años;Hombres;TOTAL;2020;3.150
44  Teruel;10-14 años;Mujeres;TOTAL;2020;3.059
44  Teruel;15-19 años;Hombres;TOTAL;2020;3.210
44  Teruel;15-19 años;Mujeres;TOTAL;2020;2.983
44  Teruel;20-24 años;Hombres;TOTAL;2020;3.250
44  Teruel;20-24 años;Mujeres;TOTAL;2020;3.096
44  Teruel;25-29 años;Hombres;TOTAL;2020;3.519
44  Teruel;25-29 años;Mujeres;TOTAL;2020;3.374
44  Teruel;30-34 años;Hombres;TOTAL;2020;3.886
44  Teruel;30-34 años;Mujeres;TOTAL;2020;3.569
44  Teruel;35-39 años;Hombres;TOTAL;2020;4.511
44  Teruel;35-39 años;Mujeres;TOTAL;2020;3.917
44  Teruel;40-44 años;Hombres;TOTAL;2020;5.108
44  Teruel;40-44 años;Mujeres;TOTAL;2020;4.460
44  Teruel;45-49 años;Hombres;TOTAL;2020;5.150
44  Teruel;45-49 años;Mujeres;TOTAL;2020;4.591
44  Teruel;50-54 años;Hombres;TOTAL;2020;5.317
44  Teruel;50-54 años;Mujeres;TOTAL;2020;5.073
44  Teruel;55-59 años;Hombres;TOTAL;2020;5.507
44  Teruel;55-59 años;Mujeres;TOTAL;2020;5.009
44  Teruel;60-64 años;Hombres;TOTAL;2020;4.923
44  Teruel;60-64 años;Mujeres;TOTAL;2020;4.297
44  Teruel;65-69 años;Hombres;TOTAL;2020;3.807
44  Teruel;65-69 años;Mujeres;TOTAL;2020;3.478
44  Teruel;70-74 años;Hombres;TOTAL;2020;3.223
44  Teruel;70-74 años;Mujeres;TOTAL;2020;3.251
44  Teruel;75-79 años;Hombres;TOTAL;2020;2.599
44  Teruel;75-79 años;Mujeres;TOTAL;2020;3.024
44  Teruel;80-84 años;Hombres;TOTAL;2020;2.086
44  Teruel;80-84 años;Mujeres;TOTAL;2020;2.804
44  Teruel;85-89 años;Hombres;TOTAL;2020;1.989
44  Teruel;85-89 años;Mujeres;TOTAL;2020;2.848
44  Teruel;90-94 años;Hombres;TOTAL;2020;885
44  Teruel;90-94 años;Mujeres;TOTAL;2020;1.479
44  Teruel;95-99 años;Hombres;TOTAL;2020;192
44  Teruel;95-99 años;Mujeres;TOTAL;2020;403
44  Teruel;100 años y más;Hombres;TOTAL;2020;21
44  Teruel;100 años y más;Mujeres;TOTAL;2020;59
45  Toledo;0-4 años;Hombres;TOTAL;2020;16.358
45  Toledo;0-4 años;Mujeres;TOTAL;2020;15.555
45  Toledo;5-9 años;Hombres;TOTAL;2020;20.138
45  Toledo;5-9 años;Mujeres;TOTAL;2020;18.933
45  Toledo;10-14 años;Hombres;TOTAL;2020;21.588
45  Toledo;10-14 años;Mujeres;TOTAL;2020;20.455
45  Toledo;15-19 años;Hombres;TOTAL;2020;19.732
45  Toledo;15-19 años;Mujeres;TOTAL;2020;18.187
45  Toledo;20-24 años;Hombres;TOTAL;2020;18.506
45  Toledo;20-24 años;Mujeres;TOTAL;2020;17.248
45  Toledo;25-29 años;Hombres;TOTAL;2020;19.099
45  Toledo;25-29 años;Mujeres;TOTAL;2020;17.865
45  Toledo;30-34 años;Hombres;TOTAL;2020;21.114
45  Toledo;30-34 años;Mujeres;TOTAL;2020;20.679
45  Toledo;35-39 años;Hombres;TOTAL;2020;27.026
45  Toledo;35-39 años;Mujeres;TOTAL;2020;25.783
45  Toledo;40-44 años;Hombres;TOTAL;2020;31.731
45  Toledo;40-44 años;Mujeres;TOTAL;2020;29.372
45  Toledo;45-49 años;Hombres;TOTAL;2020;29.564
45  Toledo;45-49 años;Mujeres;TOTAL;2020;27.666
45  Toledo;50-54 años;Hombres;TOTAL;2020;26.908
45  Toledo;50-54 años;Mujeres;TOTAL;2020;25.852
45  Toledo;55-59 años;Hombres;TOTAL;2020;24.302
45  Toledo;55-59 años;Mujeres;TOTAL;2020;23.390
45  Toledo;60-64 años;Hombres;TOTAL;2020;20.497
45  Toledo;60-64 años;Mujeres;TOTAL;2020;19.882
45  Toledo;65-69 años;Hombres;TOTAL;2020;16.096
45  Toledo;65-69 años;Mujeres;TOTAL;2020;15.770
45  Toledo;70-74 años;Hombres;TOTAL;2020;13.603
45  Toledo;70-74 años;Mujeres;TOTAL;2020;14.789
45  Toledo;75-79 años;Hombres;TOTAL;2020;10.644
45  Toledo;75-79 años;Mujeres;TOTAL;2020;12.781
45  Toledo;80-84 años;Hombres;TOTAL;2020;7.443
45  Toledo;80-84 años;Mujeres;TOTAL;2020;10.411
45  Toledo;85-89 años;Hombres;TOTAL;2020;6.176
45  Toledo;85-89 años;Mujeres;TOTAL;2020;9.252
45  Toledo;90-94 años;Hombres;TOTAL;2020;2.429
45  Toledo;90-94 años;Mujeres;TOTAL;2020;4.850
45  Toledo;95-99 años;Hombres;TOTAL;2020;536
45  Toledo;95-99 años;Mujeres;TOTAL;2020;1.327
45  Toledo;100 años y más;Hombres;TOTAL;2020;58
45  Toledo;100 años y más;Mujeres;TOTAL;2020;177
46  Valencia/València;0-4 años;Hombres;TOTAL;2020;54.296
46  Valencia/València;0-4 años;Mujeres;TOTAL;2020;51.273
46  Valencia/València;5-9 años;Hombres;TOTAL;2020;66.161
46  Valencia/València;5-9 años;Mujeres;TOTAL;2020;62.114
46  Valencia/València;10-14 años;Hombres;TOTAL;2020;73.389
46  Valencia/València;10-14 años;Mujeres;TOTAL;2020;69.493
46  Valencia/València;15-19 años;Hombres;TOTAL;2020;68.440
46  Valencia/València;15-19 años;Mujeres;TOTAL;2020;64.498
46  Valencia/València;20-24 años;Hombres;TOTAL;2020;65.907
46  Valencia/València;20-24 años;Mujeres;TOTAL;2020;62.948
46  Valencia/València;25-29 años;Hombres;TOTAL;2020;69.628
46  Valencia/València;25-29 años;Mujeres;TOTAL;2020;67.674
46  Valencia/València;30-34 años;Hombres;TOTAL;2020;74.447
46  Valencia/València;30-34 años;Mujeres;TOTAL;2020;74.063
46  Valencia/València;35-39 años;Hombres;TOTAL;2020;92.562
46  Valencia/València;35-39 años;Mujeres;TOTAL;2020;91.123
46  Valencia/València;40-44 años;Hombres;TOTAL;2020;115.013
46  Valencia/València;40-44 años;Mujeres;TOTAL;2020;110.643
46  Valencia/València;45-49 años;Hombres;TOTAL;2020;110.272
46  Valencia/València;45-49 años;Mujeres;TOTAL;2020;106.680
46  Valencia/València;50-54 años;Hombres;TOTAL;2020;101.577
46  Valencia/València;50-54 años;Mujeres;TOTAL;2020;101.175
46  Valencia/València;55-59 años;Hombres;TOTAL;2020;89.692
46  Valencia/València;55-59 años;Mujeres;TOTAL;2020;93.895
46  Valencia/València;60-64 años;Hombres;TOTAL;2020;76.667
46  Valencia/València;60-64 años;Mujeres;TOTAL;2020;82.807
46  Valencia/València;65-69 años;Hombres;TOTAL;2020;62.687
46  Valencia/València;65-69 años;Mujeres;TOTAL;2020;71.145
46  Valencia/València;70-74 años;Hombres;TOTAL;2020;54.453
46  Valencia/València;70-74 años;Mujeres;TOTAL;2020;65.942
46  Valencia/València;75-79 años;Hombres;TOTAL;2020;42.459
46  Valencia/València;75-79 años;Mujeres;TOTAL;2020;55.247
46  Valencia/València;80-84 años;Hombres;TOTAL;2020;26.950
46  Valencia/València;80-84 años;Mujeres;TOTAL;2020;40.921
46  Valencia/València;85-89 años;Hombres;TOTAL;2020;17.446
46  Valencia/València;85-89 años;Mujeres;TOTAL;2020;32.235
46  Valencia/València;90-94 años;Hombres;TOTAL;2020;6.167
46  Valencia/València;90-94 años;Mujeres;TOTAL;2020;14.355
46  Valencia/València;95-99 años;Hombres;TOTAL;2020;1.109
46  Valencia/València;95-99 años;Mujeres;TOTAL;2020;3.649
46  Valencia/València;100 años y más;Hombres;TOTAL;2020;144
46  Valencia/València;100 años y más;Mujeres;TOTAL;2020;529
47  Valladolid;0-4 años;Hombres;TOTAL;2020;9.587
47  Valladolid;0-4 años;Mujeres;TOTAL;2020;9.288
47  Valladolid;5-9 años;Hombres;TOTAL;2020;12.126
47  Valladolid;5-9 años;Mujeres;TOTAL;2020;11.544
47  Valladolid;10-14 años;Hombres;TOTAL;2020;12.950
47  Valladolid;10-14 años;Mujeres;TOTAL;2020;12.181
47  Valladolid;15-19 años;Hombres;TOTAL;2020;12.014
47  Valladolid;15-19 años;Mujeres;TOTAL;2020;11.498
47  Valladolid;20-24 años;Hombres;TOTAL;2020;11.147
47  Valladolid;20-24 años;Mujeres;TOTAL;2020;10.991
47  Valladolid;25-29 años;Hombres;TOTAL;2020;11.834
47  Valladolid;25-29 años;Mujeres;TOTAL;2020;11.095
47  Valladolid;30-34 años;Hombres;TOTAL;2020;12.904
47  Valladolid;30-34 años;Mujeres;TOTAL;2020;12.732
47  Valladolid;35-39 años;Hombres;TOTAL;2020;16.795
47  Valladolid;35-39 años;Mujeres;TOTAL;2020;16.818
47  Valladolid;40-44 años;Hombres;TOTAL;2020;22.049
47  Valladolid;40-44 años;Mujeres;TOTAL;2020;21.488
47  Valladolid;45-49 años;Hombres;TOTAL;2020;21.909
47  Valladolid;45-49 años;Mujeres;TOTAL;2020;21.711
47  Valladolid;50-54 años;Hombres;TOTAL;2020;20.622
47  Valladolid;50-54 años;Mujeres;TOTAL;2020;21.085
47  Valladolid;55-59 años;Hombres;TOTAL;2020;19.044
47  Valladolid;55-59 años;Mujeres;TOTAL;2020;19.960
47  Valladolid;60-64 años;Hombres;TOTAL;2020;17.234
47  Valladolid;60-64 años;Mujeres;TOTAL;2020;18.637
47  Valladolid;65-69 años;Hombres;TOTAL;2020;14.845
47  Valladolid;65-69 años;Mujeres;TOTAL;2020;16.259
47  Valladolid;70-74 años;Hombres;TOTAL;2020;13.842
47  Valladolid;70-74 años;Mujeres;TOTAL;2020;15.470
47  Valladolid;75-79 años;Hombres;TOTAL;2020;10.703
47  Valladolid;75-79 años;Mujeres;TOTAL;2020;12.896
47  Valladolid;80-84 años;Hombres;TOTAL;2020;6.917
47  Valladolid;80-84 años;Mujeres;TOTAL;2020;9.513
47  Valladolid;85-89 años;Hombres;TOTAL;2020;4.766
47  Valladolid;85-89 años;Mujeres;TOTAL;2020;8.100
47  Valladolid;90-94 años;Hombres;TOTAL;2020;1.816
47  Valladolid;90-94 años;Mujeres;TOTAL;2020;4.248
47  Valladolid;95-99 años;Hombres;TOTAL;2020;409
47  Valladolid;95-99 años;Mujeres;TOTAL;2020;1.390
47  Valladolid;100 años y más;Hombres;TOTAL;2020;27
47  Valladolid;100 años y más;Mujeres;TOTAL;2020;205
49  Zamora;0-4 años;Hombres;TOTAL;2020;2.308
49  Zamora;0-4 años;Mujeres;TOTAL;2020;2.125
49  Zamora;5-9 años;Hombres;TOTAL;2020;2.812
49  Zamora;5-9 años;Mujeres;TOTAL;2020;2.589
49  Zamora;10-14 años;Hombres;TOTAL;2020;3.029
49  Zamora;10-14 años;Mujeres;TOTAL;2020;2.925
49  Zamora;15-19 años;Hombres;TOTAL;2020;3.233
49  Zamora;15-19 años;Mujeres;TOTAL;2020;3.122
49  Zamora;20-24 años;Hombres;TOTAL;2020;3.489
49  Zamora;20-24 años;Mujeres;TOTAL;2020;3.295
49  Zamora;25-29 años;Hombres;TOTAL;2020;3.746
49  Zamora;25-29 años;Mujeres;TOTAL;2020;3.534
49  Zamora;30-34 años;Hombres;TOTAL;2020;4.160
49  Zamora;30-34 años;Mujeres;TOTAL;2020;3.828
49  Zamora;35-39 años;Hombres;TOTAL;2020;5.089
49  Zamora;35-39 años;Mujeres;TOTAL;2020;4.535
49  Zamora;40-44 años;Hombres;TOTAL;2020;5.970
49  Zamora;40-44 años;Mujeres;TOTAL;2020;5.686
49  Zamora;45-49 años;Hombres;TOTAL;2020;6.018
49  Zamora;45-49 años;Mujeres;TOTAL;2020;5.772
49  Zamora;50-54 años;Hombres;TOTAL;2020;6.623
49  Zamora;50-54 años;Mujeres;TOTAL;2020;6.463
49  Zamora;55-59 años;Hombres;TOTAL;2020;7.325
49  Zamora;55-59 años;Mujeres;TOTAL;2020;6.844
49  Zamora;60-64 años;Hombres;TOTAL;2020;6.782
49  Zamora;60-64 años;Mujeres;TOTAL;2020;6.236
49  Zamora;65-69 años;Hombres;TOTAL;2020;5.750
49  Zamora;65-69 años;Mujeres;TOTAL;2020;5.467
49  Zamora;70-74 años;Hombres;TOTAL;2020;5.206
49  Zamora;70-74 años;Mujeres;TOTAL;2020;5.460
49  Zamora;75-79 años;Hombres;TOTAL;2020;4.556
49  Zamora;75-79 años;Mujeres;TOTAL;2020;5.286
49  Zamora;80-84 años;Hombres;TOTAL;2020;3.535
49  Zamora;80-84 años;Mujeres;TOTAL;2020;5.123
49  Zamora;85-89 años;Hombres;TOTAL;2020;3.084
49  Zamora;85-89 años;Mujeres;TOTAL;2020;4.610
49  Zamora;90-94 años;Hombres;TOTAL;2020;1.300
49  Zamora;90-94 años;Mujeres;TOTAL;2020;2.449
49  Zamora;95-99 años;Hombres;TOTAL;2020;313
49  Zamora;95-99 años;Mujeres;TOTAL;2020;767
49  Zamora;100 años y más;Hombres;TOTAL;2020;41
49  Zamora;100 años y más;Mujeres;TOTAL;2020;103
50  Zaragoza;0-4 años;Hombres;TOTAL;2020;20.517
50  Zaragoza;0-4 años;Mujeres;TOTAL;2020;19.487
50  Zaragoza;5-9 años;Hombres;TOTAL;2020;24.050
50  Zaragoza;5-9 años;Mujeres;TOTAL;2020;22.734
50  Zaragoza;10-14 años;Hombres;TOTAL;2020;25.659
50  Zaragoza;10-14 años;Mujeres;TOTAL;2020;23.846
50  Zaragoza;15-19 años;Hombres;TOTAL;2020;24.450
50  Zaragoza;15-19 años;Mujeres;TOTAL;2020;22.782
50  Zaragoza;20-24 años;Hombres;TOTAL;2020;23.859
50  Zaragoza;20-24 años;Mujeres;TOTAL;2020;22.582
50  Zaragoza;25-29 años;Hombres;TOTAL;2020;24.757
50  Zaragoza;25-29 años;Mujeres;TOTAL;2020;24.206
50  Zaragoza;30-34 años;Hombres;TOTAL;2020;27.799
50  Zaragoza;30-34 años;Mujeres;TOTAL;2020;27.427
50  Zaragoza;35-39 años;Hombres;TOTAL;2020;33.223
50  Zaragoza;35-39 años;Mujeres;TOTAL;2020;32.721
50  Zaragoza;40-44 años;Hombres;TOTAL;2020;40.868
50  Zaragoza;40-44 años;Mujeres;TOTAL;2020;39.916
50  Zaragoza;45-49 años;Hombres;TOTAL;2020;40.623
50  Zaragoza;45-49 años;Mujeres;TOTAL;2020;39.224
50  Zaragoza;50-54 años;Hombres;TOTAL;2020;37.231
50  Zaragoza;50-54 años;Mujeres;TOTAL;2020;36.985
50  Zaragoza;55-59 años;Hombres;TOTAL;2020;34.500
50  Zaragoza;55-59 años;Mujeres;TOTAL;2020;35.025
50  Zaragoza;60-64 años;Hombres;TOTAL;2020;29.863
50  Zaragoza;60-64 años;Mujeres;TOTAL;2020;31.636
50  Zaragoza;65-69 años;Hombres;TOTAL;2020;24.313
50  Zaragoza;65-69 años;Mujeres;TOTAL;2020;27.333
50  Zaragoza;70-74 años;Hombres;TOTAL;2020;22.080
50  Zaragoza;70-74 años;Mujeres;TOTAL;2020;26.179
50  Zaragoza;75-79 años;Hombres;TOTAL;2020;17.281
50  Zaragoza;75-79 años;Mujeres;TOTAL;2020;21.701
50  Zaragoza;80-84 años;Hombres;TOTAL;2020;11.557
50  Zaragoza;80-84 años;Mujeres;TOTAL;2020;17.169
50  Zaragoza;85-89 años;Hombres;TOTAL;2020;8.850
50  Zaragoza;85-89 años;Mujeres;TOTAL;2020;15.544
50  Zaragoza;90-94 años;Hombres;TOTAL;2020;3.319
50  Zaragoza;90-94 años;Mujeres;TOTAL;2020;7.714
50  Zaragoza;95-99 años;Hombres;TOTAL;2020;743
50  Zaragoza;95-99 años;Mujeres;TOTAL;2020;2.386
50  Zaragoza;100 años y más;Hombres;TOTAL;2020;60
50  Zaragoza;100 años y más;Mujeres;TOTAL;2020;329
51  Ceuta;0-4 años;Hombres;TOTAL;2020;2.471
51  Ceuta;0-4 años;Mujeres;TOTAL;2020;2.311
51  Ceuta;5-9 años;Hombres;TOTAL;2020;3.043
51  Ceuta;5-9 años;Mujeres;TOTAL;2020;2.857
51  Ceuta;10-14 años;Hombres;TOTAL;2020;3.077
51  Ceuta;10-14 años;Mujeres;TOTAL;2020;3.097
51  Ceuta;15-19 años;Hombres;TOTAL;2020;2.768
51  Ceuta;15-19 años;Mujeres;TOTAL;2020;2.739
51  Ceuta;20-24 años;Hombres;TOTAL;2020;2.643
51  Ceuta;20-24 años;Mujeres;TOTAL;2020;2.794
51  Ceuta;25-29 años;Hombres;TOTAL;2020;2.821
51  Ceuta;25-29 años;Mujeres;TOTAL;2020;2.709
51  Ceuta;30-34 años;Hombres;TOTAL;2020;2.938
51  Ceuta;30-34 años;Mujeres;TOTAL;2020;2.793
51  Ceuta;35-39 años;Hombres;TOTAL;2020;3.179
51  Ceuta;35-39 años;Mujeres;TOTAL;2020;2.984
51  Ceuta;40-44 años;Hombres;TOTAL;2020;3.418
51  Ceuta;40-44 años;Mujeres;TOTAL;2020;3.079
51  Ceuta;45-49 años;Hombres;TOTAL;2020;3.264
51  Ceuta;45-49 años;Mujeres;TOTAL;2020;2.881
51  Ceuta;50-54 años;Hombres;TOTAL;2020;3.062
51  Ceuta;50-54 años;Mujeres;TOTAL;2020;2.728
51  Ceuta;55-59 años;Hombres;TOTAL;2020;2.951
51  Ceuta;55-59 años;Mujeres;TOTAL;2020;2.815
51  Ceuta;60-64 años;Hombres;TOTAL;2020;2.376
51  Ceuta;60-64 años;Mujeres;TOTAL;2020;2.260
51  Ceuta;65-69 años;Hombres;TOTAL;2020;1.645
51  Ceuta;65-69 años;Mujeres;TOTAL;2020;1.576
51  Ceuta;70-74 años;Hombres;TOTAL;2020;1.163
51  Ceuta;70-74 años;Mujeres;TOTAL;2020;1.252
51  Ceuta;75-79 años;Hombres;TOTAL;2020;810
51  Ceuta;75-79 años;Mujeres;TOTAL;2020;1.093
51  Ceuta;80-84 años;Hombres;TOTAL;2020;530
51  Ceuta;80-84 años;Mujeres;TOTAL;2020;831
51  Ceuta;85-89 años;Hombres;TOTAL;2020;273
51  Ceuta;85-89 años;Mujeres;TOTAL;2020;563
51  Ceuta;90-94 años;Hombres;TOTAL;2020;85
51  Ceuta;90-94 años;Mujeres;TOTAL;2020;232
51  Ceuta;95-99 años;Hombres;TOTAL;2020;18
51  Ceuta;95-99 años;Mujeres;TOTAL;2020;51
51  Ceuta;100 años y más;Hombres;TOTAL;2020;7
51  Ceuta;100 años y más;Mujeres;TOTAL;2020;15
52  Melilla;0-4 años;Hombres;TOTAL;2020;3.301
52  Melilla;0-4 años;Mujeres;TOTAL;2020;3.141
52  Melilla;5-9 años;Hombres;TOTAL;2020;3.605
52  Melilla;5-9 años;Mujeres;TOTAL;2020;3.421
52  Melilla;10-14 años;Hombres;TOTAL;2020;3.249
52  Melilla;10-14 años;Mujeres;TOTAL;2020;3.065
