Provincias;Edad (grupos quinquenales);Sexo;Españoles/Extranjeros;Año;Total
17  Girona;0-4 años;Mujeres;TOTAL;2020;17.768
17  Girona;5-9 años;Hombres;TOTAL;2020;21.825
17  Girona;5-9 años;Mujeres;TOTAL;2020;20.565
17  Girona;10-14 años;Hombres;TOTAL;2020;23.261
17  Girona;10-14 años;Mujeres;TOTAL;2020;21.858
17  Girona;15-19 años;Hombres;TOTAL;2020;21.924
17  Girona;15-19 años;Mujeres;TOTAL;2020;20.083
17  Girona;20-24 años;Hombres;TOTAL;2020;21.500
17  Girona;20-24 años;Mujeres;TOTAL;2020;19.400
17  Girona;25-29 años;Hombres;TOTAL;2020;22.574
17  Girona;25-29 años;Mujeres;TOTAL;2020;21.150
17  Girona;30-34 años;Hombres;TOTAL;2020;23.284
17  Girona;30-34 años;Mujeres;TOTAL;2020;23.577
17  Girona;35-39 años;Hombres;TOTAL;2020;28.545
17  Girona;35-39 años;Mujeres;TOTAL;2020;27.913
17  Girona;40-44 años;Hombres;TOTAL;2020;34.684
17  Girona;40-44 años;Mujeres;TOTAL;2020;32.305
17  Girona;45-49 años;Hombres;TOTAL;2020;32.822
17  Girona;45-49 años;Mujeres;TOTAL;2020;30.413
17  Girona;50-54 años;Hombres;TOTAL;2020;29.679
17  Girona;50-54 años;Mujeres;TOTAL;2020;28.125
17  Girona;55-59 años;Hombres;TOTAL;2020;26.763
17  Girona;55-59 años;Mujeres;TOTAL;2020;26.298
17  Girona;60-64 años;Hombres;TOTAL;2020;22.905
17  Girona;60-64 años;Mujeres;TOTAL;2020;23.479
17  Girona;65-69 años;Hombres;TOTAL;2020;19.217
17  Girona;65-69 años;Mujeres;TOTAL;2020;19.967
17  Girona;70-74 años;Hombres;TOTAL;2020;16.310
17  Girona;70-74 años;Mujeres;TOTAL;2020;17.773
17  Girona;75-79 años;Hombres;TOTAL;2020;11.791
17  Girona;75-79 años;Mujeres;TOTAL;2020;13.917
17  Girona;80-84 años;Hombres;TOTAL;2020;7.432
17  Girona;80-84 años;Mujeres;TOTAL;2020;10.537
17  Girona;85-89 años;Hombres;TOTAL;2020;5.454
17  Girona;85-89 años;Mujeres;TOTAL;2020;9.357
17  Girona;90-94 años;Hombres;TOTAL;2020;2.107
17  Girona;90-94 años;Mujeres;TOTAL;2020;4.656
17  Girona;95-99 años;Hombres;TOTAL;2020;397
17  Girona;95-99 años;Mujeres;TOTAL;2020;1.266
17  Girona;100 años y más;Hombres;TOTAL;2020;61
17  Girona;100 años y más;Mujeres;TOTAL;2020;198
18  Granada;0-4 años;Hombres;TOTAL;2020;20.111
18  Granada;0-4 años;Mujeres;TOTAL;2020;19.103
18  Granada;5-9 años;Hombres;TOTAL;2020;23.285
18  Granada;5-9 años;Mujeres;TOTAL;2020;21.560
18  Granada;10-14 años;Hombres;TOTAL;2020;26.468
18  Granada;10-14 años;Mujeres;TOTAL;2020;25.227
18  Granada;15-19 años;Hombres;TOTAL;2020;25.623
18  Granada;15-19 años;Mujeres;TOTAL;2020;23.926
18  Granada;20-24 años;Hombres;TOTAL;2020;25.698
18  Granada;20-24 años;Mujeres;TOTAL;2020;24.529
18  Granada;25-29 años;Hombres;TOTAL;2020;27.661
18  Granada;25-29 años;Mujeres;TOTAL;2020;26.487
18  Granada;30-34 años;Hombres;TOTAL;2020;28.800
18  Granada;30-34 años;Mujeres;TOTAL;2020;28.078
18  Granada;35-39 años;Hombres;TOTAL;2020;33.097
18  Granada;35-39 años;Mujeres;TOTAL;2020;32.423
18  Granada;40-44 años;Hombres;TOTAL;2020;37.075
18  Granada;40-44 años;Mujeres;TOTAL;2020;35.912
18  Granada;45-49 años;Hombres;TOTAL;2020;35.760
18  Granada;45-49 años;Mujeres;TOTAL;2020;35.353
18  Granada;50-54 años;Hombres;TOTAL;2020;35.719
18  Granada;50-54 años;Mujeres;TOTAL;2020;36.481
18  Granada;55-59 años;Hombres;TOTAL;2020;32.895
18  Granada;55-59 años;Mujeres;TOTAL;2020;34.250
18  Granada;60-64 años;Hombres;TOTAL;2020;27.938
18  Granada;60-64 años;Mujeres;TOTAL;2020;29.178
18  Granada;65-69 años;Hombres;TOTAL;2020;21.359
18  Granada;65-69 años;Mujeres;TOTAL;2020;23.339
18  Granada;70-74 años;Hombres;TOTAL;2020;18.297
18  Granada;70-74 años;Mujeres;TOTAL;2020;21.557
18  Granada;75-79 años;Hombres;TOTAL;2020;13.949
18  Granada;75-79 años;Mujeres;TOTAL;2020;17.811
18  Granada;80-84 años;Hombres;TOTAL;2020;9.533
18  Granada;80-84 años;Mujeres;TOTAL;2020;14.224
18  Granada;85-89 años;Hombres;TOTAL;2020;6.655
18  Granada;85-89 años;Mujeres;TOTAL;2020;11.181
18  Granada;90-94 años;Hombres;TOTAL;2020;2.189
18  Granada;90-94 años;Mujeres;TOTAL;2020;4.657
18  Granada;95-99 años;Hombres;TOTAL;2020;404
18  Granada;95-99 años;Mujeres;TOTAL;2020;1.110
18  Granada;100 años y más;Hombres;TOTAL;2020;79
18  Granada;100 años y más;Mujeres;TOTAL;2020;187
19  Guadalajara;0-4 años;Hombres;TOTAL;2020;6.131
19  Guadalajara;0-4 años;Mujeres;TOTAL;2020;5.920
19  Guadalajara;5-9 años;Hombres;TOTAL;2020;7.531
19  Guadalajara;5-9 años;Mujeres;TOTAL;2020;7.190
19  Guadalajara;10-14 años;Hombres;TOTAL;2020;8.154
19  Guadalajara;10-14 años;Mujeres;TOTAL;2020;7.558
19  Guadalajara;15-19 años;Hombres;TOTAL;2020;7.490
19  Guadalajara;15-19 años;Mujeres;TOTAL;2020;6.908
19  Guadalajara;20-24 años;Hombres;TOTAL;2020;6.633
19  Guadalajara;20-24 años;Mujeres;TOTAL;2020;6.291
19  Guadalajara;25-29 años;Hombres;TOTAL;2020;6.938
19  Guadalajara;25-29 años;Mujeres;TOTAL;2020;6.491
19  Guadalajara;30-34 años;Hombres;TOTAL;2020;7.969
19  Guadalajara;30-34 años;Mujeres;TOTAL;2020;7.664
19  Guadalajara;35-39 años;Hombres;TOTAL;2020;10.235
19  Guadalajara;35-39 años;Mujeres;TOTAL;2020;9.946
19  Guadalajara;40-44 años;Hombres;TOTAL;2020;12.652
19  Guadalajara;40-44 años;Mujeres;TOTAL;2020;11.884
19  Guadalajara;45-49 años;Hombres;TOTAL;2020;12.021
19  Guadalajara;45-49 años;Mujeres;TOTAL;2020;10.919
19  Guadalajara;50-54 años;Hombres;TOTAL;2020;10.689
19  Guadalajara;50-54 años;Mujeres;TOTAL;2020;9.864
19  Guadalajara;55-59 años;Hombres;TOTAL;2020;9.327
19  Guadalajara;55-59 años;Mujeres;TOTAL;2020;8.662
19  Guadalajara;60-64 años;Hombres;TOTAL;2020;7.594
19  Guadalajara;60-64 años;Mujeres;TOTAL;2020;7.094
19  Guadalajara;65-69 años;Hombres;TOTAL;2020;5.541
19  Guadalajara;65-69 años;Mujeres;TOTAL;2020;5.514
19  Guadalajara;70-74 años;Hombres;TOTAL;2020;4.638
19  Guadalajara;70-74 años;Mujeres;TOTAL;2020;4.584
19  Guadalajara;75-79 años;Hombres;TOTAL;2020;3.444
19  Guadalajara;75-79 años;Mujeres;TOTAL;2020;3.733
19  Guadalajara;80-84 años;Hombres;TOTAL;2020;2.395
19  Guadalajara;80-84 años;Mujeres;TOTAL;2020;3.279
19  Guadalajara;85-89 años;Hombres;TOTAL;2020;2.151
19  Guadalajara;85-89 años;Mujeres;TOTAL;2020;3.165
19  Guadalajara;90-94 años;Hombres;TOTAL;2020;1.009
19  Guadalajara;90-94 años;Mujeres;TOTAL;2020;1.838
19  Guadalajara;95-99 años;Hombres;TOTAL;2020;264
19  Guadalajara;95-99 años;Mujeres;TOTAL;2020;574
19  Guadalajara;100 años y más;Hombres;TOTAL;2020;33
19  Guadalajara;100 años y más;Mujeres;TOTAL;2020;78
21  Huelva;0-4 años;Hombres;TOTAL;2020;11.584
21  Huelva;0-4 años;Mujeres;TOTAL;2020;10.958
21  Huelva;5-9 años;Hombres;TOTAL;2020;13.930
21  Huelva;5-9 años;Mujeres;TOTAL;2020;13.204
21  Huelva;10-14 años;Hombres;TOTAL;2020;15.605
21  Huelva;10-14 años;Mujeres;TOTAL;2020;14.487
21  Huelva;15-19 años;Hombres;TOTAL;2020;14.323
21  Huelva;15-19 años;Mujeres;TOTAL;2020;13.380
21  Huelva;20-24 años;Hombres;TOTAL;2020;14.201
21  Huelva;20-24 años;Mujeres;TOTAL;2020;13.136
21  Huelva;25-29 años;Hombres;TOTAL;2020;15.758
21  Huelva;25-29 años;Mujeres;TOTAL;2020;14.562
21  Huelva;30-34 años;Hombres;TOTAL;2020;16.845
21  Huelva;30-34 años;Mujeres;TOTAL;2020;16.532
21  Huelva;35-39 años;Hombres;TOTAL;2020;19.991
21  Huelva;35-39 años;Mujeres;TOTAL;2020;19.892
21  Huelva;40-44 años;Hombres;TOTAL;2020;23.172
21  Huelva;40-44 años;Mujeres;TOTAL;2020;22.821
21  Huelva;45-49 años;Hombres;TOTAL;2020;21.687
21  Huelva;45-49 años;Mujeres;TOTAL;2020;22.010
21  Huelva;50-54 años;Hombres;TOTAL;2020;20.420
21  Huelva;50-54 años;Mujeres;TOTAL;2020;20.843
21  Huelva;55-59 años;Hombres;TOTAL;2020;17.726
21  Huelva;55-59 años;Mujeres;TOTAL;2020;18.243
21  Huelva;60-64 años;Hombres;TOTAL;2020;15.165
21  Huelva;60-64 años;Mujeres;TOTAL;2020;15.450
21  Huelva;65-69 años;Hombres;TOTAL;2020;11.926
21  Huelva;65-69 años;Mujeres;TOTAL;2020;12.286
21  Huelva;70-74 años;Hombres;TOTAL;2020;10.499
21  Huelva;70-74 años;Mujeres;TOTAL;2020;11.724
21  Huelva;75-79 años;Hombres;TOTAL;2020;7.722
21  Huelva;75-79 años;Mujeres;TOTAL;2020;9.491
21  Huelva;80-84 años;Hombres;TOTAL;2020;4.761
21  Huelva;80-84 años;Mujeres;TOTAL;2020;7.242
21  Huelva;85-89 años;Hombres;TOTAL;2020;3.073
21  Huelva;85-89 años;Mujeres;TOTAL;2020;5.658
21  Huelva;90-94 años;Hombres;TOTAL;2020;893
21  Huelva;90-94 años;Mujeres;TOTAL;2020;2.215
21  Huelva;95-99 años;Hombres;TOTAL;2020;180
21  Huelva;95-99 años;Mujeres;TOTAL;2020;524
21  Huelva;100 años y más;Hombres;TOTAL;2020;35
21  Huelva;100 años y más;Mujeres;TOTAL;2020;124
22  Huesca;0-4 años;Hombres;TOTAL;2020;4.683
22  Huesca;0-4 años;Mujeres;TOTAL;2020;4.381
22  Huesca;5-9 años;Hombres;TOTAL;2020;5.156
22  Huesca;5-9 años;Mujeres;TOTAL;2020;5.046
22  Huesca;10-14 años;Hombres;TOTAL;2020;5.597
22  Huesca;10-14 años;Mujeres;TOTAL;2020;5.201
22  Huesca;15-19 años;Hombres;TOTAL;2020;5.305
22  Huesca;15-19 años;Mujeres;TOTAL;2020;5.001
22  Huesca;20-24 años;Hombres;TOTAL;2020;5.688
22  Huesca;20-24 años;Mujeres;TOTAL;2020;5.072
22  Huesca;25-29 años;Hombres;TOTAL;2020;5.765
22  Huesca;25-29 años;Mujeres;TOTAL;2020;5.233
22  Huesca;30-34 años;Hombres;TOTAL;2020;6.493
22  Huesca;30-34 años;Mujeres;TOTAL;2020;5.967
22  Huesca;35-39 años;Hombres;TOTAL;2020;7.802
22  Huesca;35-39 años;Mujeres;TOTAL;2020;6.971
22  Huesca;40-44 años;Hombres;TOTAL;2020;9.362
22  Huesca;40-44 años;Mujeres;TOTAL;2020;8.400
22  Huesca;45-49 años;Hombres;TOTAL;2020;9.061
22  Huesca;45-49 años;Mujeres;TOTAL;2020;8.180
22  Huesca;50-54 años;Hombres;TOTAL;2020;8.826
22  Huesca;50-54 años;Mujeres;TOTAL;2020;8.209
22  Huesca;55-59 años;Hombres;TOTAL;2020;8.552
22  Huesca;55-59 años;Mujeres;TOTAL;2020;8.032
22  Huesca;60-64 años;Hombres;TOTAL;2020;7.592
22  Huesca;60-64 años;Mujeres;TOTAL;2020;7.156
22  Huesca;65-69 años;Hombres;TOTAL;2020;6.012
22  Huesca;65-69 años;Mujeres;TOTAL;2020;5.957
22  Huesca;70-74 años;Hombres;TOTAL;2020;5.399
22  Huesca;70-74 años;Mujeres;TOTAL;2020;5.556
22  Huesca;75-79 años;Hombres;TOTAL;2020;3.982
22  Huesca;75-79 años;Mujeres;TOTAL;2020;4.680
22  Huesca;80-84 años;Hombres;TOTAL;2020;3.179
22  Huesca;80-84 años;Mujeres;TOTAL;2020;4.187
22  Huesca;85-89 años;Hombres;TOTAL;2020;2.592
22  Huesca;85-89 años;Mujeres;TOTAL;2020;4.017
22  Huesca;90-94 años;Hombres;TOTAL;2020;1.131
22  Huesca;90-94 años;Mujeres;TOTAL;2020;2.198
22  Huesca;95-99 años;Hombres;TOTAL;2020;276
22  Huesca;95-99 años;Mujeres;TOTAL;2020;648
22  Huesca;100 años y más;Hombres;TOTAL;2020;26
22  Huesca;100 años y más;Mujeres;TOTAL;2020;116
23  Jaén;0-4 años;Hombres;TOTAL;2020;12.574
23  Jaén;0-4 años;Mujeres;TOTAL;2020;11.812
23  Jaén;5-9 años;Hombres;TOTAL;2020;14.808
23  Jaén;5-9 años;Mujeres;TOTAL;2020;14.038
23  Jaén;10-14 años;Hombres;TOTAL;2020;17.064
23  Jaén;10-14 años;Mujeres;TOTAL;2020;16.327
23  Jaén;15-19 años;Hombres;TOTAL;2020;17.468
23  Jaén;15-19 años;Mujeres;TOTAL;2020;16.479
23  Jaén;20-24 años;Hombres;TOTAL;2020;18.570
23  Jaén;20-24 años;Mujeres;TOTAL;2020;17.356
23  Jaén;25-29 años;Hombres;TOTAL;2020;20.080
23  Jaén;25-29 años;Mujeres;TOTAL;2020;18.636
23  Jaén;30-34 años;Hombres;TOTAL;2020;19.602
23  Jaén;30-34 años;Mujeres;TOTAL;2020;18.309
23  Jaén;35-39 años;Hombres;TOTAL;2020;21.160
23  Jaén;35-39 años;Mujeres;TOTAL;2020;19.874
23  Jaén;40-44 años;Hombres;TOTAL;2020;23.383
23  Jaén;40-44 años;Mujeres;TOTAL;2020;21.976
23  Jaén;45-49 años;Hombres;TOTAL;2020;23.975
23  Jaén;45-49 años;Mujeres;TOTAL;2020;22.911
23  Jaén;50-54 años;Hombres;TOTAL;2020;25.213
23  Jaén;50-54 años;Mujeres;TOTAL;2020;25.213
23  Jaén;55-59 años;Hombres;TOTAL;2020;24.779
23  Jaén;55-59 años;Mujeres;TOTAL;2020;24.979
23  Jaén;60-64 años;Hombres;TOTAL;2020;20.443
23  Jaén;60-64 años;Mujeres;TOTAL;2020;20.456
23  Jaén;65-69 años;Hombres;TOTAL;2020;14.922
23  Jaén;65-69 años;Mujeres;TOTAL;2020;15.723
23  Jaén;70-74 años;Hombres;TOTAL;2020;12.410
23  Jaén;70-74 años;Mujeres;TOTAL;2020;14.741
23  Jaén;75-79 años;Hombres;TOTAL;2020;9.968
23  Jaén;75-79 años;Mujeres;TOTAL;2020;13.766
23  Jaén;80-84 años;Hombres;TOTAL;2020;7.634
23  Jaén;80-84 años;Mujeres;TOTAL;2020;11.621
23  Jaén;85-89 años;Hombres;TOTAL;2020;5.765
23  Jaén;85-89 años;Mujeres;TOTAL;2020;9.548
23  Jaén;90-94 años;Hombres;TOTAL;2020;2.124
23  Jaén;90-94 años;Mujeres;TOTAL;2020;4.168
23  Jaén;95-99 años;Hombres;TOTAL;2020;385
23  Jaén;95-99 años;Mujeres;TOTAL;2020;956
23  Jaén;100 años y más;Hombres;TOTAL;2020;37
23  Jaén;100 años y más;Mujeres;TOTAL;2020;128
24  León;0-4 años;Hombres;TOTAL;2020;7.035
24  León;0-4 años;Mujeres;TOTAL;2020;6.521
24  León;5-9 años;Hombres;TOTAL;2020;8.393
24  León;5-9 años;Mujeres;TOTAL;2020;7.936
24  León;10-14 años;Hombres;TOTAL;2020;9.178
24  León;10-14 años;Mujeres;TOTAL;2020;8.700
24  León;15-19 años;Hombres;TOTAL;2020;9.226
24  León;15-19 años;Mujeres;TOTAL;2020;8.862
24  León;20-24 años;Hombres;TOTAL;2020;9.462
24  León;20-24 años;Mujeres;TOTAL;2020;8.755
24  León;25-29 años;Hombres;TOTAL;2020;10.151
24  León;25-29 años;Mujeres;TOTAL;2020;9.318
24  León;30-34 años;Hombres;TOTAL;2020;11.616
24  León;30-34 años;Mujeres;TOTAL;2020;10.965
24  León;35-39 años;Hombres;TOTAL;2020;14.382
24  León;35-39 años;Mujeres;TOTAL;2020;14.064
24  León;40-44 años;Hombres;TOTAL;2020;16.589
24  León;40-44 años;Mujeres;TOTAL;2020;16.526
24  León;45-49 años;Hombres;TOTAL;2020;17.248
24  León;45-49 años;Mujeres;TOTAL;2020;17.172
24  León;50-54 años;Hombres;TOTAL;2020;18.100
24  León;50-54 años;Mujeres;TOTAL;2020;18.237
24  León;55-59 años;Hombres;TOTAL;2020;18.686
24  León;55-59 años;Mujeres;TOTAL;2020;19.074
24  León;60-64 años;Hombres;TOTAL;2020;17.730
24  León;60-64 años;Mujeres;TOTAL;2020;17.405
24  León;65-69 años;Hombres;TOTAL;2020;14.287
24  León;65-69 años;Mujeres;TOTAL;2020;14.431
24  León;70-74 años;Hombres;TOTAL;2020;12.218
24  León;70-74 años;Mujeres;TOTAL;2020;13.837
24  León;75-79 años;Hombres;TOTAL;2020;9.841
24  León;75-79 años;Mujeres;TOTAL;2020;12.289
24  León;80-84 años;Hombres;TOTAL;2020;7.727
24  León;80-84 años;Mujeres;TOTAL;2020;11.600
24  León;85-89 años;Hombres;TOTAL;2020;6.595
24  León;85-89 años;Mujeres;TOTAL;2020;11.083
24  León;90-94 años;Hombres;TOTAL;2020;2.717
24  León;90-94 años;Mujeres;TOTAL;2020;5.834
24  León;95-99 años;Hombres;TOTAL;2020;631
24  León;95-99 años;Mujeres;TOTAL;2020;1.647
24  León;100 años y más;Hombres;TOTAL;2020;92
24  León;100 años y más;Mujeres;TOTAL;2020;279
25  Lleida;0-4 años;Hombres;TOTAL;2020;9.831
25  Lleida;0-4 años;Mujeres;TOTAL;2020;9.372
25  Lleida;5-9 años;Hombres;TOTAL;2020;11.541
25  Lleida;5-9 años;Mujeres;TOTAL;2020;10.985
25  Lleida;10-14 años;Hombres;TOTAL;2020;12.231
25  Lleida;10-14 años;Mujeres;TOTAL;2020;11.547
25  Lleida;15-19 años;Hombres;TOTAL;2020;11.721
25  Lleida;15-19 años;Mujeres;TOTAL;2020;10.388
25  Lleida;20-24 años;Hombres;TOTAL;2020;11.897
25  Lleida;20-24 años;Mujeres;TOTAL;2020;10.425
25  Lleida;25-29 años;Hombres;TOTAL;2020;12.419
25  Lleida;25-29 años;Mujeres;TOTAL;2020;11.059
25  Lleida;30-34 años;Hombres;TOTAL;2020;13.321
25  Lleida;30-34 años;Mujeres;TOTAL;2020;12.407
25  Lleida;35-39 años;Hombres;TOTAL;2020;16.238
25  Lleida;35-39 años;Mujeres;TOTAL;2020;14.370
25  Lleida;40-44 años;Hombres;TOTAL;2020;20.148
25  Lleida;40-44 años;Mujeres;TOTAL;2020;17.327
25  Lleida;45-49 años;Hombres;TOTAL;2020;18.993
25  Lleida;45-49 años;Mujeres;TOTAL;2020;16.466
25  Lleida;50-54 años;Hombres;TOTAL;2020;17.709
25  Lleida;50-54 años;Mujeres;TOTAL;2020;15.566
25  Lleida;55-59 años;Hombres;TOTAL;2020;16.019
25  Lleida;55-59 años;Mujeres;TOTAL;2020;15.125
25  Lleida;60-64 años;Hombres;TOTAL;2020;13.452
25  Lleida;60-64 años;Mujeres;TOTAL;2020;12.798
25  Lleida;65-69 años;Hombres;TOTAL;2020;10.894
25  Lleida;65-69 años;Mujeres;TOTAL;2020;10.932
25  Lleida;70-74 años;Hombres;TOTAL;2020;9.091
25  Lleida;70-74 años;Mujeres;TOTAL;2020;10.194
25  Lleida;75-79 años;Hombres;TOTAL;2020;6.922
25  Lleida;75-79 años;Mujeres;TOTAL;2020;8.570
25  Lleida;80-84 años;Hombres;TOTAL;2020;4.764
25  Lleida;80-84 años;Mujeres;TOTAL;2020;6.732
25  Lleida;85-89 años;Hombres;TOTAL;2020;4.089
25  Lleida;85-89 años;Mujeres;TOTAL;2020;6.582
25  Lleida;90-94 años;Hombres;TOTAL;2020;1.660
25  Lleida;90-94 años;Mujeres;TOTAL;2020;3.281
25  Lleida;95-99 años;Hombres;TOTAL;2020;343
25  Lleida;95-99 años;Mujeres;TOTAL;2020;929
25  Lleida;100 años y más;Hombres;TOTAL;2020;40
25  Lleida;100 años y más;Mujeres;TOTAL;2020;139
27  Lugo;0-4 años;Hombres;TOTAL;2020;5.205
27  Lugo;0-4 años;Mujeres;TOTAL;2020;5.002
27  Lugo;5-9 años;Hombres;TOTAL;2020;5.740
27  Lugo;5-9 años;Mujeres;TOTAL;2020;5.549
27  Lugo;10-14 años;Hombres;TOTAL;2020;5.889
27  Lugo;10-14 años;Mujeres;TOTAL;2020;5.690
27  Lugo;15-19 años;Hombres;TOTAL;2020;5.823
27  Lugo;15-19 años;Mujeres;TOTAL;2020;5.592
27  Lugo;20-24 años;Hombres;TOTAL;2020;6.157
27  Lugo;20-24 años;Mujeres;TOTAL;2020;5.881
27  Lugo;25-29 años;Hombres;TOTAL;2020;7.262
27  Lugo;25-29 años;Mujeres;TOTAL;2020;7.048
27  Lugo;30-34 años;Hombres;TOTAL;2020;8.605
27  Lugo;30-34 años;Mujeres;TOTAL;2020;8.413
27  Lugo;35-39 años;Hombres;TOTAL;2020;10.711
27  Lugo;35-39 años;Mujeres;TOTAL;2020;10.380
27  Lugo;40-44 años;Hombres;TOTAL;2020;12.266
27  Lugo;40-44 años;Mujeres;TOTAL;2020;12.205
27  Lugo;45-49 años;Hombres;TOTAL;2020;11.956
27  Lugo;45-49 años;Mujeres;TOTAL;2020;12.015
27  Lugo;50-54 años;Hombres;TOTAL;2020;12.320
27  Lugo;50-54 años;Mujeres;TOTAL;2020;12.788
27  Lugo;55-59 años;Hombres;TOTAL;2020;12.662
27  Lugo;55-59 años;Mujeres;TOTAL;2020;12.765
27  Lugo;60-64 años;Hombres;TOTAL;2020;11.991
27  Lugo;60-64 años;Mujeres;TOTAL;2020;11.812
27  Lugo;65-69 años;Hombres;TOTAL;2020;10.505
27  Lugo;65-69 años;Mujeres;TOTAL;2020;10.379
27  Lugo;70-74 años;Hombres;TOTAL;2020;9.328
27  Lugo;70-74 años;Mujeres;TOTAL;2020;10.320
27  Lugo;75-79 años;Hombres;TOTAL;2020;7.941
27  Lugo;75-79 años;Mujeres;TOTAL;2020;9.950
27  Lugo;80-84 años;Hombres;TOTAL;2020;6.498
27  Lugo;80-84 años;Mujeres;TOTAL;2020;9.062
27  Lugo;85-89 años;Hombres;TOTAL;2020;5.150
27  Lugo;85-89 años;Mujeres;TOTAL;2020;8.465
27  Lugo;90-94 años;Hombres;TOTAL;2020;2.268
27  Lugo;90-94 años;Mujeres;TOTAL;2020;4.326
27  Lugo;95-99 años;Hombres;TOTAL;2020;487
27  Lugo;95-99 años;Mujeres;TOTAL;2020;1.240
27  Lugo;100 años y más;Hombres;TOTAL;2020;78
27  Lugo;100 años y más;Mujeres;TOTAL;2020;222
28  Madrid;0-4 años;Hombres;TOTAL;2020;157.450
28  Madrid;0-4 años;Mujeres;TOTAL;2020;149.357
28  Madrid;5-9 años;Hombres;TOTAL;2020;177.797
28  Madrid;5-9 años;Mujeres;TOTAL;2020;168.911
28  Madrid;10-14 años;Hombres;TOTAL;2020;185.058
28  Madrid;10-14 años;Mujeres;TOTAL;2020;175.484
28  Madrid;15-19 años;Hombres;TOTAL;2020;174.659
28  Madrid;15-19 años;Mujeres;TOTAL;2020;166.777
28  Madrid;20-24 años;Hombres;TOTAL;2020;172.218
28  Madrid;20-24 años;Mujeres;TOTAL;2020;172.131
28  Madrid;25-29 años;Hombres;TOTAL;2020;194.250
28  Madrid;25-29 años;Mujeres;TOTAL;2020;203.876
28  Madrid;30-34 años;Hombres;TOTAL;2020;213.268
28  Madrid;30-34 años;Mujeres;TOTAL;2020;225.267
28  Madrid;35-39 años;Hombres;TOTAL;2020;249.898
28  Madrid;35-39 años;Mujeres;TOTAL;2020;261.207
28  Madrid;40-44 años;Hombres;TOTAL;2020;292.601
28  Madrid;40-44 años;Mujeres;TOTAL;2020;301.202
28  Madrid;45-49 años;Hombres;TOTAL;2020;281.001
28  Madrid;45-49 años;Mujeres;TOTAL;2020;291.167
28  Madrid;50-54 años;Hombres;TOTAL;2020;249.703
28  Madrid;50-54 años;Mujeres;TOTAL;2020;266.626
28  Madrid;55-59 años;Hombres;TOTAL;2020;215.927
28  Madrid;55-59 años;Mujeres;TOTAL;2020;240.527
28  Madrid;60-64 años;Hombres;TOTAL;2020;177.513
28  Madrid;60-64 años;Mujeres;TOTAL;2020;207.275
28  Madrid;65-69 años;Hombres;TOTAL;2020;143.633
28  Madrid;65-69 años;Mujeres;TOTAL;2020;174.902
28  Madrid;70-74 años;Hombres;TOTAL;2020;130.184
28  Madrid;70-74 años;Mujeres;TOTAL;2020;164.367
28  Madrid;75-79 años;Hombres;TOTAL;2020;99.612
28  Madrid;75-79 años;Mujeres;TOTAL;2020;131.918
28  Madrid;80-84 años;Hombres;TOTAL;2020;63.425
28  Madrid;80-84 años;Mujeres;TOTAL;2020;98.291
28  Madrid;85-89 años;Hombres;TOTAL;2020;44.604
28  Madrid;85-89 años;Mujeres;TOTAL;2020;81.361
28  Madrid;90-94 años;Hombres;TOTAL;2020;16.949
28  Madrid;90-94 años;Mujeres;TOTAL;2020;41.357
28  Madrid;95-99 años;Hombres;TOTAL;2020;3.612
28  Madrid;95-99 años;Mujeres;TOTAL;2020;12.150
28  Madrid;100 años y más;Hombres;TOTAL;2020;431
28  Madrid;100 años y más;Mujeres;TOTAL;2020;1.942
29  Málaga;0-4 años;Hombres;TOTAL;2020;37.810
29  Málaga;0-4 años;Mujeres;TOTAL;2020;35.642
29  Málaga;5-9 años;Hombres;TOTAL;2020;45.593
29  Málaga;5-9 años;Mujeres;TOTAL;2020;43.281
29  Málaga;10-14 años;Hombres;TOTAL;2020;49.972
29  Málaga;10-14 años;Mujeres;TOTAL;2020;47.208
29  Málaga;15-19 años;Hombres;TOTAL;2020;45.692
29  Málaga;15-19 años;Mujeres;TOTAL;2020;43.356
29  Málaga;20-24 años;Hombres;TOTAL;2020;42.946
29  Málaga;20-24 años;Mujeres;TOTAL;2020;41.105
29  Málaga;25-29 años;Hombres;TOTAL;2020;45.710
29  Málaga;25-29 años;Mujeres;TOTAL;2020;45.977
29  Málaga;30-34 años;Hombres;TOTAL;2020;51.083
29  Málaga;30-34 años;Mujeres;TOTAL;2020;53.467
29  Málaga;35-39 años;Hombres;TOTAL;2020;62.736
29  Málaga;35-39 años;Mujeres;TOTAL;2020;65.211
29  Málaga;40-44 años;Hombres;TOTAL;2020;71.862
29  Málaga;40-44 años;Mujeres;TOTAL;2020;71.897
29  Málaga;45-49 años;Hombres;TOTAL;2020;69.699
29  Málaga;45-49 años;Mujeres;TOTAL;2020;69.798
29  Málaga;50-54 años;Hombres;TOTAL;2020;64.478
29  Málaga;50-54 años;Mujeres;TOTAL;2020;66.662
29  Málaga;55-59 años;Hombres;TOTAL;2020;57.764
29  Málaga;55-59 años;Mujeres;TOTAL;2020;60.891
29  Málaga;60-64 años;Hombres;TOTAL;2020;48.296
29  Málaga;60-64 años;Mujeres;TOTAL;2020;52.796
29  Málaga;65-69 años;Hombres;TOTAL;2020;40.066
29  Málaga;65-69 años;Mujeres;TOTAL;2020;44.188
29  Málaga;70-74 años;Hombres;TOTAL;2020;36.840
29  Málaga;70-74 años;Mujeres;TOTAL;2020;40.960
